,STNAME,CTYNAME,POPESTIMATE2019
1614,Missouri,Taney County,55928
1615,Missouri,Texas County,25398
1616,Missouri,Vernon County,20563
1617,Missouri,Warren County,35649
1618,Missouri,Washington County,24730
1619,Missouri,Wayne County,12873
1620,Missouri,Webster County,39592
1621,Missouri,Worth County,2013
1622,Missouri,Wright County,18289
1623,Missouri,St. Louis city,300576
1624,Montana,Montana,1068778
1625,Montana,Beaverhead County,9453
1626,Montana,Big Horn County,13319
1627,Montana,Blaine County,6681
1628,Montana,Broadwater County,6237
1629,Montana,Carbon County,10725
1630,Montana,Carter County,1252
1631,Montana,Cascade County,81366
1632,Montana,Chouteau County,5635
1633,Montana,Custer County,11402
1634,Montana,Daniels County,1690
1635,Montana,Dawson County,8613
1636,Montana,Deer Lodge County,9140
1637,Montana,Fallon County,2846
1638,Montana,Fergus County,11050
1639,Montana,Flathead County,103806
1640,Montana,Gallatin County,114434
1641,Montana,Garfield County,1258
1642,Montana,Glacier County,13753
1643,Montana,Golden Valley County,821
1644,Montana,Granite County,3379
1645,Montana,Hill County,16484
1646,Montana,Jefferson County,12221
1647,Montana,Judith Basin County,2007
1648,Montana,Lake County,30458
1649,Montana,Lewis and Clark County,69432
1650,Montana,Liberty County,2337
1651,Montana,Lincoln County,19980
1652,Montana,McCone County,1664
1653,Montana,Madison County,8600
1654,Montana,Meagher County,1862
1655,Montana,Mineral County,4397
1656,Montana,Missoula County,119600
1657,Montana,Musselshell County,4633
1658,Montana,Park County,16606
1659,Montana,Petroleum County,487
1660,Montana,Phillips County,3954
1661,Montana,Pondera County,5911
1662,Montana,Powder River County,1682
1663,Montana,Powell County,6890
1664,Montana,Prairie County,1077
1665,Montana,Ravalli County,43806
1666,Montana,Richland County,10803
1667,Montana,Roosevelt County,11004
1668,Montana,Rosebud County,8937
1669,Montana,Sanders County,12113
1670,Montana,Sheridan County,3309
1671,Montana,Silver Bow County,34915
1672,Montana,Stillwater County,9642
1673,Montana,Sweet Grass County,3737
1674,Montana,Teton County,6147
1675,Montana,Toole County,4736
1676,Montana,Treasure County,696
1677,Montana,Valley County,7396
1678,Montana,Wheatland County,2126
1679,Montana,Wibaux County,969
1680,Montana,Yellowstone County,161300
1681,Nebraska,Nebraska,1934408
1682,Nebraska,Adams County,31363
1683,Nebraska,Antelope County,6298
1684,Nebraska,Arthur County,463
1685,Nebraska,Banner County,745
1686,Nebraska,Blaine County,465
1687,Nebraska,Boone County,5192
1688,Nebraska,Box Butte County,10783
1689,Nebraska,Boyd County,1919
1690,Nebraska,Brown County,2955
1691,Nebraska,Buffalo County,49659
1692,Nebraska,Burt County,6459
1693,Nebraska,Butler County,8016
1694,Nebraska,Cass County,26248
1695,Nebraska,Cedar County,8402
1696,Nebraska,Chase County,3924
1697,Nebraska,Cherry County,5689
1698,Nebraska,Cheyenne County,8910
1699,Nebraska,Clay County,6203
1700,Nebraska,Colfax County,10709
1701,Nebraska,Cuming County,8846
1702,Nebraska,Custer County,10777
1703,Nebraska,Dakota County,20026
1704,Nebraska,Dawes County,8589
1705,Nebraska,Dawson County,23595
1706,Nebraska,Deuel County,1794
1707,Nebraska,Dixon County,5636
1708,Nebraska,Dodge County,36565
1709,Nebraska,Douglas County,571327
1710,Nebraska,Dundy County,1693
1711,Nebraska,Fillmore County,5462
1712,Nebraska,Franklin County,2979
1713,Nebraska,Frontier County,2627
1714,Nebraska,Furnas County,4676
1715,Nebraska,Gage County,21513
1716,Nebraska,Garden County,1837
1717,Nebraska,Garfield County,1969
1718,Nebraska,Gosper County,1990
1719,Nebraska,Grant County,623
1720,Nebraska,Greeley County,2356
1721,Nebraska,Hall County,61353
1722,Nebraska,Hamilton County,9324
1723,Nebraska,Harlan County,3380
1724,Nebraska,Hayes County,922
1725,Nebraska,Hitchcock County,2762
1726,Nebraska,Holt County,10067
1727,Nebraska,Hooker County,682
1728,Nebraska,Howard County,6445
1729,Nebraska,Jefferson County,7046
1730,Nebraska,Johnson County,5071
1731,Nebraska,Kearney County,6495
1732,Nebraska,Keith County,8034
1733,Nebraska,Keya Paha County,806
1734,Nebraska,Kimball County,3632
1735,Nebraska,Knox County,8332
1736,Nebraska,Lancaster County,319090
1737,Nebraska,Lincoln County,34914
1738,Nebraska,Logan County,748
1739,Nebraska,Loup County,664
1740,Nebraska,McPherson County,494
1741,Nebraska,Madison County,35099
1742,Nebraska,Merrick County,7755
1743,Nebraska,Morrill County,4642
1744,Nebraska,Nance County,3519
1745,Nebraska,Nemaha County,6972
1746,Nebraska,Nuckolls County,4148
1747,Nebraska,Otoe County,16012
1748,Nebraska,Pawnee County,2613
1749,Nebraska,Perkins County,2891
1750,Nebraska,Phelps County,9034
1751,Nebraska,Pierce County,7148
1752,Nebraska,Platte County,33470
1753,Nebraska,Polk County,5213
1754,Nebraska,Red Willow County,10724
1755,Nebraska,Richardson County,7865
1756,Nebraska,Rock County,1357
1757,Nebraska,Saline County,14224
1758,Nebraska,Sarpy County,187196
1759,Nebraska,Saunders County,21578
1760,Nebraska,Scotts Bluff County,35618
1761,Nebraska,Seward County,17284
1762,Nebraska,Sheridan County,5246
1763,Nebraska,Sherman County,3001
1764,Nebraska,Sioux County,1166
1765,Nebraska,Stanton County,5920
1766,Nebraska,Thayer County,5003
1767,Nebraska,Thomas County,722
1768,Nebraska,Thurston County,7224
1769,Nebraska,Valley County,4158
1770,Nebraska,Washington County,20729
1771,Nebraska,Wayne County,9385
1772,Nebraska,Webster County,3487
1773,Nebraska,Wheeler County,783
1774,Nebraska,York County,13679
1775,Nevada,Nevada,3080156
1776,Nevada,Churchill County,24909
1777,Nevada,Clark County,2266715
1778,Nevada,Douglas County,48905
1779,Nevada,Elko County,52778
1780,Nevada,Esmeralda County,873
1781,Nevada,Eureka County,2029
1782,Nevada,Humboldt County,16831
1783,Nevada,Lander County,5532
1784,Nevada,Lincoln County,5183
1785,Nevada,Lyon County,57510
1786,Nevada,Mineral County,4505
1787,Nevada,Nye County,46523
1788,Nevada,Pershing County,6725
1789,Nevada,Storey County,4123
1790,Nevada,Washoe County,471519
1791,Nevada,White Pine County,9580
1792,Nevada,Carson City,55916
1793,New Hampshire,New Hampshire,1359711
1794,New Hampshire,Belknap County,61303
1795,New Hampshire,Carroll County,48910
1796,New Hampshire,Cheshire County,76085
1797,New Hampshire,Coos County,31563
1798,New Hampshire,Grafton County,89886
1799,New Hampshire,Hillsborough County,417025
1800,New Hampshire,Merrimack County,151391
1801,New Hampshire,Rockingham County,309769
1802,New Hampshire,Strafford County,130633
1803,New Hampshire,Sullivan County,43146
1804,New Jersey,New Jersey,8882190
1805,New Jersey,Atlantic County,263670
1806,New Jersey,Bergen County,932202
1807,New Jersey,Burlington County,445349
1808,New Jersey,Camden County,506471
1809,New Jersey,Cape May County,92039
1810,New Jersey,Cumberland County,149527
1811,New Jersey,Essex County,798975
1812,New Jersey,Gloucester County,291636
1813,New Jersey,Hudson County,672391
1814,New Jersey,Hunterdon County,124371
1815,New Jersey,Mercer County,367430
1816,New Jersey,Middlesex County,825062
1817,New Jersey,Monmouth County,618795
1818,New Jersey,Morris County,491845
1819,New Jersey,Ocean County,607186
1820,New Jersey,Passaic County,501826
1821,New Jersey,Salem County,62385
1822,New Jersey,Somerset County,328934
1823,New Jersey,Sussex County,140488
1824,New Jersey,Union County,556341
1825,New Jersey,Warren County,105267
1826,New Mexico,New Mexico,2096829
1827,New Mexico,Bernalillo County,679121
1828,New Mexico,Catron County,3527
1829,New Mexico,Chaves County,64615
1830,New Mexico,Cibola County,26675
1831,New Mexico,Colfax County,11941
1832,New Mexico,Curry County,48954
1833,New Mexico,De Baca County,1748
1834,New Mexico,Doña Ana County,218195
1835,New Mexico,Eddy County,58460
1836,New Mexico,Grant County,26998
1837,New Mexico,Guadalupe County,4300
1838,New Mexico,Harding County,625
1839,New Mexico,Hidalgo County,4198
1840,New Mexico,Lea County,71070
1841,New Mexico,Lincoln County,19572
1842,New Mexico,Los Alamos County,19369
1843,New Mexico,Luna County,23709
1844,New Mexico,McKinley County,71367
1845,New Mexico,Mora County,4521
1846,New Mexico,Otero County,67490
1847,New Mexico,Quay County,8253
1848,New Mexico,Rio Arriba County,38921
1849,New Mexico,Roosevelt County,18500
1850,New Mexico,Sandoval County,146748
1851,New Mexico,San Juan County,123958
1852,New Mexico,San Miguel County,27277
1853,New Mexico,Santa Fe County,150358
1854,New Mexico,Sierra County,10791
1855,New Mexico,Socorro County,16637
1856,New Mexico,Taos County,32723
1857,New Mexico,Torrance County,15461
1858,New Mexico,Union County,4059
1859,New Mexico,Valencia County,76688
1860,New York,New York,19453561
1861,New York,Albany County,305506
1862,New York,Allegany County,46091
1863,New York,Bronx County,1418207
1864,New York,Broome County,190488
1865,New York,Cattaraugus County,76117
1866,New York,Cayuga County,76576
1867,New York,Chautauqua County,126903
1868,New York,Chemung County,83456
1869,New York,Chenango County,47207
1870,New York,Clinton County,80485
1871,New York,Columbia County,59461
1872,New York,Cortland County,47581
1873,New York,Delaware County,44135
1874,New York,Dutchess County,294218
1875,New York,Erie County,918702
1876,New York,Essex County,36885
1877,New York,Franklin County,50022
1878,New York,Fulton County,53383
1879,New York,Genesee County,57280
1880,New York,Greene County,47188
1881,New York,Hamilton County,4416
1882,New York,Herkimer County,61319
1883,New York,Jefferson County,109834
1884,New York,Kings County,2559903
1885,New York,Lewis County,26296
1886,New York,Livingston County,62914
1887,New York,Madison County,70941
1888,New York,Monroe County,741770
1889,New York,Montgomery County,49221
1890,New York,Nassau County,1356924
1891,New York,New York County,1628706
1892,New York,Niagara County,209281
1893,New York,Oneida County,228671
1894,New York,Onondaga County,460528
1895,New York,Ontario County,109777
1896,New York,Orange County,384940
1897,New York,Orleans County,40352
1898,New York,Oswego County,117124
1899,New York,Otsego County,59493
1900,New York,Putnam County,98320
1901,New York,Queens County,2253858
1902,New York,Rensselaer County,158714
1903,New York,Richmond County,476143
1904,New York,Rockland County,325789
1905,New York,St. Lawrence County,107740
1906,New York,Saratoga County,229863
1907,New York,Schenectady County,155299
1908,New York,Schoharie County,30999
1909,New York,Schuyler County,17807
1910,New York,Seneca County,34016
1911,New York,Steuben County,95379
1912,New York,Suffolk County,1476601
1913,New York,Sullivan County,75432
1914,New York,Tioga County,48203
1915,New York,Tompkins County,102180
1916,New York,Ulster County,177573
1917,New York,Warren County,63944
1918,New York,Washington County,61204
1919,New York,Wayne County,89918
1920,New York,Westchester County,967506
1921,New York,Wyoming County,39859
1922,New York,Yates County,24913
1923,North Carolina,North Carolina,10488084
1924,North Carolina,Alamance County,169509
1925,North Carolina,Alexander County,37497
1926,North Carolina,Alleghany County,11137
1927,North Carolina,Anson County,24446
1928,North Carolina,Ashe County,27203
1929,North Carolina,Avery County,17557
1930,North Carolina,Beaufort County,46994
1931,North Carolina,Bertie County,18947
1932,North Carolina,Bladen County,32722
1933,North Carolina,Brunswick County,142820
1934,North Carolina,Buncombe County,261191
1935,North Carolina,Burke County,90485
1936,North Carolina,Cabarrus County,216453
1937,North Carolina,Caldwell County,82178
1938,North Carolina,Camden County,10867
1939,North Carolina,Carteret County,69473
1940,North Carolina,Caswell County,22604
1941,North Carolina,Catawba County,159551
1942,North Carolina,Chatham County,74470
1943,North Carolina,Cherokee County,28612
1944,North Carolina,Chowan County,13943
1945,North Carolina,Clay County,11231
1946,North Carolina,Cleveland County,97947
1947,North Carolina,Columbus County,55508
1948,North Carolina,Craven County,102139
1949,North Carolina,Cumberland County,335509
1950,North Carolina,Currituck County,27763
1951,North Carolina,Dare County,37009
1952,North Carolina,Davidson County,167609
1953,North Carolina,Davie County,42846
1954,North Carolina,Duplin County,58741
1955,North Carolina,Durham County,321488
1956,North Carolina,Edgecombe County,51472
1957,North Carolina,Forsyth County,382295
1958,North Carolina,Franklin County,69685
1959,North Carolina,Gaston County,224529
1960,North Carolina,Gates County,11562
1961,North Carolina,Graham County,8441
1962,North Carolina,Granville County,60443
1963,North Carolina,Greene County,21069
1964,North Carolina,Guilford County,537174
1965,North Carolina,Halifax County,50010
1966,North Carolina,Harnett County,135976
1967,North Carolina,Haywood County,62317
1968,North Carolina,Henderson County,117417
1969,North Carolina,Hertford County,23677
1970,North Carolina,Hoke County,55234
1971,North Carolina,Hyde County,4937
1972,North Carolina,Iredell County,181806
1973,North Carolina,Jackson County,43938
1974,North Carolina,Johnston County,209339
1975,North Carolina,Jones County,9419
1976,North Carolina,Lee County,61779
1977,North Carolina,Lenoir County,55949
1978,North Carolina,Lincoln County,86111
1979,North Carolina,McDowell County,45756
1980,North Carolina,Macon County,35858
1981,North Carolina,Madison County,21755
1982,North Carolina,Martin County,22440
1983,North Carolina,Mecklenburg County,1110356
1984,North Carolina,Mitchell County,14964
1985,North Carolina,Montgomery County,27173
1986,North Carolina,Moore County,100880
1987,North Carolina,Nash County,94298
1988,North Carolina,New Hanover County,234473
1989,North Carolina,Northampton County,19483
1990,North Carolina,Onslow County,197938
1991,North Carolina,Orange County,148476
1992,North Carolina,Pamlico County,12726
1993,North Carolina,Pasquotank County,39824
1994,North Carolina,Pender County,63060
1995,North Carolina,Perquimans County,13463
1996,North Carolina,Person County,39490
1997,North Carolina,Pitt County,180742
1998,North Carolina,Polk County,20724
1999,North Carolina,Randolph County,143667
2000,North Carolina,Richmond County,44829
2001,North Carolina,Robeson County,130625
2002,North Carolina,Rockingham County,91010
2003,North Carolina,Rowan County,142088
2004,North Carolina,Rutherford County,67029
2005,North Carolina,Sampson County,63531
2006,North Carolina,Scotland County,34823
2007,North Carolina,Stanly County,62806
2008,North Carolina,Stokes County,45591
2009,North Carolina,Surry County,71783
2010,North Carolina,Swain County,14271
2011,North Carolina,Transylvania County,34385
2012,North Carolina,Tyrrell County,4016
2013,North Carolina,Union County,239859
2014,North Carolina,Vance County,44535
2015,North Carolina,Wake County,1111761
2016,North Carolina,Warren County,19731
2017,North Carolina,Washington County,11580
2018,North Carolina,Watauga County,56177
2019,North Carolina,Wayne County,123131
2020,North Carolina,Wilkes County,68412
2021,North Carolina,Wilson County,81801
2022,North Carolina,Yadkin County,37667
2023,North Carolina,Yancey County,18069
2024,North Dakota,North Dakota,762062
2025,North Dakota,Adams County,2216
2026,North Dakota,Barnes County,10415
2027,North Dakota,Benson County,6832
2028,North Dakota,Billings County,928
2029,North Dakota,Bottineau County,6282
2030,North Dakota,Bowman County,3024
2031,North Dakota,Burke County,2115
2032,North Dakota,Burleigh County,95626
2033,North Dakota,Cass County,181923
2034,North Dakota,Cavalier County,3762
2035,North Dakota,Dickey County,4872
2036,North Dakota,Divide County,2264
2037,North Dakota,Dunn County,4424
2038,North Dakota,Eddy County,2287
2039,North Dakota,Emmons County,3241
2040,North Dakota,Foster County,3210
2041,North Dakota,Golden Valley County,1761
2042,North Dakota,Grand Forks County,69451
2043,North Dakota,Grant County,2274
2044,North Dakota,Griggs County,2231
2045,North Dakota,Hettinger County,2499
2046,North Dakota,Kidder County,2480
2047,North Dakota,LaMoure County,4046
2048,North Dakota,Logan County,1850
2049,North Dakota,McHenry County,5745
2050,North Dakota,McIntosh County,2497
2051,North Dakota,McKenzie County,15024
2052,North Dakota,McLean County,9450
2053,North Dakota,Mercer County,8187
2054,North Dakota,Morton County,31364
2055,North Dakota,Mountrail County,10545
2056,North Dakota,Nelson County,2879
2057,North Dakota,Oliver County,1959
2058,North Dakota,Pembina County,6801
2059,North Dakota,Pierce County,3975
2060,North Dakota,Ramsey County,11519
2061,North Dakota,Ransom County,5218
2062,North Dakota,Renville County,2327
2063,North Dakota,Richland County,16177
2064,North Dakota,Rolette County,14176
2065,North Dakota,Sargent County,3898
2066,North Dakota,Sheridan County,1315
2067,North Dakota,Sioux County,4230
2068,North Dakota,Slope County,750
2069,North Dakota,Stark County,31489
2070,North Dakota,Steele County,1890
2071,North Dakota,Stutsman County,20704
2072,North Dakota,Towner County,2189
2073,North Dakota,Traill County,8036
2074,North Dakota,Walsh County,10641
2075,North Dakota,Ward County,67641
2076,North Dakota,Wells County,3834
2077,North Dakota,Williams County,37589
2078,Ohio,Ohio,11689100
2079,Ohio,Adams County,27698
2080,Ohio,Allen County,102351
2081,Ohio,Ashland County,53484
2082,Ohio,Ashtabula County,97241
2083,Ohio,Athens County,65327
2084,Ohio,Auglaize County,45656
2085,Ohio,Belmont County,67006
2086,Ohio,Brown County,43432
2087,Ohio,Butler County,383134
2088,Ohio,Carroll County,26914
2089,Ohio,Champaign County,38885
2090,Ohio,Clark County,134083
2091,Ohio,Clermont County,206428
2092,Ohio,Clinton County,41968
2093,Ohio,Columbiana County,101883
2094,Ohio,Coshocton County,36600
2095,Ohio,Crawford County,41494
2096,Ohio,Cuyahoga County,1235072
2097,Ohio,Darke County,51113
2098,Ohio,Defiance County,38087
2099,Ohio,Delaware County,209177
2100,Ohio,Erie County,74266
2101,Ohio,Fairfield County,157574
2102,Ohio,Fayette County,28525
2103,Ohio,Franklin County,1316756
2104,Ohio,Fulton County,42126
2105,Ohio,Gallia County,29898
2106,Ohio,Geauga County,93649
2107,Ohio,Greene County,168937
2108,Ohio,Guernsey County,38875
2109,Ohio,Hamilton County,817473
2110,Ohio,Hancock County,75783
2111,Ohio,Hardin County,31365
2112,Ohio,Harrison County,15040
2113,Ohio,Henry County,27006
2114,Ohio,Highland County,43161
2115,Ohio,Hocking County,28264
2116,Ohio,Holmes County,43960
2117,Ohio,Huron County,58266
2118,Ohio,Jackson County,32413
2119,Ohio,Jefferson County,65325
2120,Ohio,Knox County,62322
2121,Ohio,Lake County,230149
2122,Ohio,Lawrence County,59463
2123,Ohio,Licking County,176862
2124,Ohio,Logan County,45672
2125,Ohio,Lorain County,309833
2126,Ohio,Lucas County,428348
2127,Ohio,Madison County,44731
2128,Ohio,Mahoning County,228683
2129,Ohio,Marion County,65093
2130,Ohio,Medina County,179746
2131,Ohio,Meigs County,22907
2132,Ohio,Mercer County,41172
2133,Ohio,Miami County,106987
2134,Ohio,Monroe County,13654
2135,Ohio,Montgomery County,531687
2136,Ohio,Morgan County,14508
2137,Ohio,Morrow County,35328
2138,Ohio,Muskingum County,86215
2139,Ohio,Noble County,14424
2140,Ohio,Ottawa County,40525
2141,Ohio,Paulding County,18672
2142,Ohio,Perry County,36134
2143,Ohio,Pickaway County,58457
2144,Ohio,Pike County,27772
2145,Ohio,Portage County,162466
2146,Ohio,Preble County,40882
2147,Ohio,Putnam County,33861
2148,Ohio,Richland County,121154
2149,Ohio,Ross County,76666
2150,Ohio,Sandusky County,58518
2151,Ohio,Scioto County,75314
2152,Ohio,Seneca County,55178
2153,Ohio,Shelby County,48590
2154,Ohio,Stark County,370606
2155,Ohio,Summit County,541013
2156,Ohio,Trumbull County,197974
2157,Ohio,Tuscarawas County,91987
2158,Ohio,Union County,58988
2159,Ohio,Van Wert County,28275
2160,Ohio,Vinton County,13085
2161,Ohio,Warren County,234602
2162,Ohio,Washington County,59911
2163,Ohio,Wayne County,115710
2164,Ohio,Williams County,36692
2165,Ohio,Wood County,130817
2166,Ohio,Wyandot County,21772
2167,Oklahoma,Oklahoma,3956971
2168,Oklahoma,Adair County,22194
2169,Oklahoma,Alfalfa County,5702
2170,Oklahoma,Atoka County,13758
2171,Oklahoma,Beaver County,5311
2172,Oklahoma,Beckham County,21859
2173,Oklahoma,Blaine County,9429
2174,Oklahoma,Bryan County,47995
2175,Oklahoma,Caddo County,28762
2176,Oklahoma,Canadian County,148306
2177,Oklahoma,Carter County,48111
2178,Oklahoma,Cherokee County,48657
2179,Oklahoma,Choctaw County,14672
2180,Oklahoma,Cimarron County,2137
2181,Oklahoma,Cleveland County,284014
2182,Oklahoma,Coal County,5495
2183,Oklahoma,Comanche County,120749
2184,Oklahoma,Cotton County,5666
2185,Oklahoma,Craig County,14142
2186,Oklahoma,Creek County,71522
2187,Oklahoma,Custer County,29003
2188,Oklahoma,Delaware County,43009
2189,Oklahoma,Dewey County,4891
2190,Oklahoma,Ellis County,3859
2191,Oklahoma,Garfield County,61056
2192,Oklahoma,Garvin County,27711
2193,Oklahoma,Grady County,55834
2194,Oklahoma,Grant County,4333
2195,Oklahoma,Greer County,5712
2196,Oklahoma,Harmon County,2653
2197,Oklahoma,Harper County,3688
2198,Oklahoma,Haskell County,12627
2199,Oklahoma,Hughes County,13279
2200,Oklahoma,Jackson County,24530
2201,Oklahoma,Jefferson County,6002
2202,Oklahoma,Johnston County,11085
2203,Oklahoma,Kay County,43538
2204,Oklahoma,Kingfisher County,15765
2205,Oklahoma,Kiowa County,8708
2206,Oklahoma,Latimer County,10073
2207,Oklahoma,Le Flore County,49853
2208,Oklahoma,Lincoln County,34877
2209,Oklahoma,Logan County,48011
2210,Oklahoma,Love County,10253
2211,Oklahoma,McClain County,40474
2212,Oklahoma,McCurtain County,32832
2213,Oklahoma,McIntosh County,19596
2214,Oklahoma,Major County,7629
2215,Oklahoma,Marshall County,16931
2216,Oklahoma,Mayes County,41100
2217,Oklahoma,Murray County,14073
2218,Oklahoma,Muskogee County,67997
2219,Oklahoma,Noble County,11131
2220,Oklahoma,Nowata County,10076
2221,Oklahoma,Okfuskee County,11993
2222,Oklahoma,Oklahoma County,797434
2223,Oklahoma,Okmulgee County,38465
2224,Oklahoma,Osage County,46963
2225,Oklahoma,Ottawa County,31127
2226,Oklahoma,Pawnee County,16376
2227,Oklahoma,Payne County,81784
2228,Oklahoma,Pittsburg County,43654
2229,Oklahoma,Pontotoc County,38284
2230,Oklahoma,Pottawatomie County,72592
2231,Oklahoma,Pushmataha County,11096
2232,Oklahoma,Roger Mills County,3583
2233,Oklahoma,Rogers County,92459
2234,Oklahoma,Seminole County,24258
2235,Oklahoma,Sequoyah County,41569
2236,Oklahoma,Stephens County,43143
2237,Oklahoma,Texas County,19983
2238,Oklahoma,Tillman County,7250
2239,Oklahoma,Tulsa County,651552
2240,Oklahoma,Wagoner County,81289
2241,Oklahoma,Washington County,51527
2242,Oklahoma,Washita County,10916
2243,Oklahoma,Woods County,8793
2244,Oklahoma,Woodward County,20211
2245,Oregon,Oregon,4217737
2246,Oregon,Baker County,16124
2247,Oregon,Benton County,93053
2248,Oregon,Clackamas County,418187
2249,Oregon,Clatsop County,40224
2250,Oregon,Columbia County,52354
2251,Oregon,Coos County,64487
2252,Oregon,Crook County,24404
2253,Oregon,Curry County,22925
2254,Oregon,Deschutes County,197692
2255,Oregon,Douglas County,110980
2256,Oregon,Gilliam County,1912
2257,Oregon,Grant County,7199
2258,Oregon,Harney County,7393
2259,Oregon,Hood River County,23382
2260,Oregon,Jackson County,220944
2261,Oregon,Jefferson County,24658
2262,Oregon,Josephine County,87487
2263,Oregon,Klamath County,68238
2264,Oregon,Lake County,7869
2265,Oregon,Lane County,382067
2266,Oregon,Lincoln County,49962
2267,Oregon,Linn County,129749
2268,Oregon,Malheur County,30571
2269,Oregon,Marion County,347818
2270,Oregon,Morrow County,11603
2271,Oregon,Multnomah County,812855
2272,Oregon,Polk County,86085
2273,Oregon,Sherman County,1780
2274,Oregon,Tillamook County,27036
2275,Oregon,Umatilla County,77950
2276,Oregon,Union County,26835
2277,Oregon,Wallowa County,7208
2278,Oregon,Wasco County,26682
2279,Oregon,Washington County,601592
2280,Oregon,Wheeler County,1332
2281,Oregon,Yamhill County,107100
2282,Pennsylvania,Pennsylvania,12801989
2283,Pennsylvania,Adams County,103009
2284,Pennsylvania,Allegheny County,1216045
2285,Pennsylvania,Armstrong County,64735
2286,Pennsylvania,Beaver County,163929
2287,Pennsylvania,Bedford County,47888
2288,Pennsylvania,Berks County,421164
2289,Pennsylvania,Blair County,121829
2290,Pennsylvania,Bradford County,60323
2291,Pennsylvania,Bucks County,628270
2292,Pennsylvania,Butler County,187853
2293,Pennsylvania,Cambria County,130192
2294,Pennsylvania,Cameron County,4447
2295,Pennsylvania,Carbon County,64182
2296,Pennsylvania,Centre County,162385
2297,Pennsylvania,Chester County,524989
2298,Pennsylvania,Clarion County,38438
2299,Pennsylvania,Clearfield County,79255
2300,Pennsylvania,Clinton County,38632
2301,Pennsylvania,Columbia County,64964
2302,Pennsylvania,Crawford County,84629
2303,Pennsylvania,Cumberland County,253370
2304,Pennsylvania,Dauphin County,278299
2305,Pennsylvania,Delaware County,566747
2306,Pennsylvania,Elk County,29910
2307,Pennsylvania,Erie County,269728
2308,Pennsylvania,Fayette County,129274
2309,Pennsylvania,Forest County,7247
2310,Pennsylvania,Franklin County,155027
2311,Pennsylvania,Fulton County,14530
2312,Pennsylvania,Greene County,36233
2313,Pennsylvania,Huntingdon County,45144
2314,Pennsylvania,Indiana County,84073
2315,Pennsylvania,Jefferson County,43425
2316,Pennsylvania,Juniata County,24763
2317,Pennsylvania,Lackawanna County,209674
2318,Pennsylvania,Lancaster County,545724
2319,Pennsylvania,Lawrence County,85512
2320,Pennsylvania,Lebanon County,141793
2321,Pennsylvania,Lehigh County,369318
2322,Pennsylvania,Luzerne County,317417
2323,Pennsylvania,Lycoming County,113299
2324,Pennsylvania,McKean County,40625
2325,Pennsylvania,Mercer County,109424
2326,Pennsylvania,Mifflin County,46138
2327,Pennsylvania,Monroe County,170271
2328,Pennsylvania,Montgomery County,830915
2329,Pennsylvania,Montour County,18230
2330,Pennsylvania,Northampton County,305285
2331,Pennsylvania,Northumberland County,90843
2332,Pennsylvania,Perry County,46272
2333,Pennsylvania,Philadelphia County,1584064
2334,Pennsylvania,Pike County,55809
2335,Pennsylvania,Potter County,16526
2336,Pennsylvania,Schuylkill County,141359
2337,Pennsylvania,Snyder County,40372
2338,Pennsylvania,Somerset County,73447
2339,Pennsylvania,Sullivan County,6066
2340,Pennsylvania,Susquehanna County,40328
2341,Pennsylvania,Tioga County,40591
2342,Pennsylvania,Union County,44923
2343,Pennsylvania,Venango County,50668
2344,Pennsylvania,Warren County,39191
2345,Pennsylvania,Washington County,206865
2346,Pennsylvania,Wayne County,51361
2347,Pennsylvania,Westmoreland County,348899
2348,Pennsylvania,Wyoming County,26794
2349,Pennsylvania,York County,449058
2350,Rhode Island,Rhode Island,1059361
2351,Rhode Island,Bristol County,48479
2352,Rhode Island,Kent County,164292
2353,Rhode Island,Newport County,82082
2354,Rhode Island,Providence County,638931
2355,Rhode Island,Washington County,125577
2356,South Carolina,South Carolina,5148714
2357,South Carolina,Abbeville County,24527
2358,South Carolina,Aiken County,170872
2359,South Carolina,Allendale County,8688
2360,South Carolina,Anderson County,202558
2361,South Carolina,Bamberg County,14066
2362,South Carolina,Barnwell County,20866
2363,South Carolina,Beaufort County,192122
2364,South Carolina,Berkeley County,227907
2365,South Carolina,Calhoun County,14553
2366,South Carolina,Charleston County,411406
2367,South Carolina,Cherokee County,57300
2368,South Carolina,Chester County,32244
2369,South Carolina,Chesterfield County,45650
2370,South Carolina,Clarendon County,33745
2371,South Carolina,Colleton County,37677
2372,South Carolina,Darlington County,66618
2373,South Carolina,Dillon County,30479
2374,South Carolina,Dorchester County,162809
2375,South Carolina,Edgefield County,27260
2376,South Carolina,Fairfield County,22347
2377,South Carolina,Florence County,138293
2378,South Carolina,Georgetown County,62680
2379,South Carolina,Greenville County,523542
2380,South Carolina,Greenwood County,70811
2381,South Carolina,Hampton County,19222
2382,South Carolina,Horry County,354081
2383,South Carolina,Jasper County,30073
2384,South Carolina,Kershaw County,66551
2385,South Carolina,Lancaster County,98012
2386,South Carolina,Laurens County,67493
2387,South Carolina,Lee County,16828
2388,South Carolina,Lexington County,298750
2389,South Carolina,McCormick County,9463
2390,South Carolina,Marion County,30657
2391,South Carolina,Marlboro County,26118
2392,South Carolina,Newberry County,38440
2393,South Carolina,Oconee County,79546
2394,South Carolina,Orangeburg County,86175
2395,South Carolina,Pickens County,126884
2396,South Carolina,Richland County,415759
2397,South Carolina,Saluda County,20473
2398,South Carolina,Spartanburg County,319785
2399,South Carolina,Sumter County,106721
